"","W1","W2","W3","Count"
"37357","ich","denken","kann",3
"37358","aber","nicht","um",3
"37359","sie","einen","großen",3
"37360","dann","vielleicht","noch",3
"37361","vielleicht","noch","etwas",3
"37362","für","die","tipps",3
"37363","von","mir","persönlich",3
"37364","man","glaubt","es",3
"37365","und","stellt","die",3
"37366","was","ich","höre",3
"37367","da","läuft","doch",3
"37368","nicht","nur","vor",3
"37369","eine","seite","mit",3
"37370","die","fähigkeit","sich",3
"37371","jedoch","an","den",3
"37372","muss","bei","einem",3
"37373","hat","ergeben","dass",3
"37374","stimmt","aber","die",3
"37375","ihm","hingezogen","fühlt",3
"37376","sich","über","seine",3
"37377","eine","form","von",3
"37378","der","weimarer","republik",3
"37379","mir","gerade","die",3
"37380","wenn","nicht","alle",3
"37381","doch","lieber","zu",3
"37382","lieber","zu","hause",3
"37383","zu","hause","vor",3
"37384","15","uhr","bei",3
"37385","an","dem","es",3
"37386","verstehe","gar","nicht",3
"37387","gar","nicht","warum",3
"37388","auf","die","beamten",3
"37389","trotzdem","gute","besserung",3
"37390","mir","auch","kein",3
"37391","der","junge","hat",3
"37392","oder","auch","nach",3
"37393","für","ein","lied",3
"37394","in","der","internationalen",3
"37395","countdown","läuft","nur",3
"37396","nacht","des","jahres",3
"37397","in","allen","ehren",3
"37398","allen","ehren","aber",3
"37399","alle","die","bei",3
"37400","85","prozent","der",3
"37401","haben","natürlich","auch",3
"37402","natürlich","auch","an",3
"37403","wenn","sie","noch",3
"37404","weg","nach","münchen",3
"37405","setzen","wir","uns",3
"37406","eine","illusion","ist",3
"37407","sein","kann","sie",3
"37408","am","besten","per",3
"37409","sich","der","kreis",3
"37410","ich","hatte","vor",3
"37411","idee","aber","ich",3
"37412","wenn","ich","nen",3
"37413","meld","ich","mich",3
"37414","so","das","musste",3
"37415","das","musste","mal",3
"37416","doch","bitte","die",3
"37417","nie","wieder","das",3
"37418","meine","oma","hat",3
"37419","was","wir","gerade",3
"37420","der","gedanke","dass",3
"37421","frage","gestellt","was",3
"37422","und","was","der",3
"37423","heut","ist","wieder",3
"37424","dann","guck","ich",3
"37425","von","wem","hab",3
"37426","wem","hab","ich",3
"37427","hatte","ich","wohl",3
"37428","wohl","zu","viel",3
"37429","doch","nach","dem",3
"37430","was","noch","so",3
"37431","wie","die","griechen",3
"37432","nicht","zurück","in",3
"37433","ja","sogar","die",3
"37434","hätten","sie","das",3
"37435","bei","der","behandlung",3
"37436","sicher","ob","es",3
"37437","das","wochenende","ist",3
"37438","in","ordnung","sei",3
"37439","und","ihre","freunde",3
"37440","und","das","sollte",3
"37441","für","die","liberalen",3
"37442","nicht","der","größte",3
"37443","in","zukunft","nur",3
"37444","so","daß","ich",3
"37445","daß","ich","den",3
"37446","ich","den","großen",3
"37447","lange","hab","ich",3
"37448","langsam","in","die",3
"37449","könnt","ihr","da",3
"37450","scheint","als","ob",3
"37451","vor","der","schule",3
"37452","es","hat","nichts",3
"37453","nicht","mit","jedem",3
"37454","über","alles","reden",3
"37455","denn","da","so",3
"37456","flut","in","thailand",3
"37457","uns","sehr","über",3
"37458","sehr","gute","wahl",3
"37459","wo","arbeitest","du",3
"37460","darf","ich","nicht",3
"37461","die","wahre","liebe",3
"37462","nicht","mehr","sagt",3
"37463","grüße","in","die",3
"37464","doch","mal","zusammen",3
"37465","mal","in","münchen",3
"37466","auf","die","alm",3
"37467","natürlich","mit","einem",3
"37468","ich","beiße","nicht",3
"37469","im","licht","der",3
"37470","licht","der","öffentlichkeit",3
"37471","dem","willen","des",3
"37472","wer","a","sagt",3
"37473","a","sagt","muss",3
"37474","muss","auch","b",3
"37475","er","kann","auch",3
"37476","raus","das","ist",3
"37477","nie","gehört","aber",3
"37478","leider","nicht","nur",3
"37479","nicht","nur","du",3
"37480","don't","feed","the",3
"37481","tage","in","die",3
"37482","man","muss","erst",3
"37483","ich","doch","bin",3
"37484","sehr","schön","der",3
"37485","wenn","du","deine",3
"37486","deine","träume","nicht",3
"37487","der","boden","ist",3
"37488","hat","aber","viel",3
"37489","bin","gespannt","welche",3
"37490","hilft","ja","alles",3
"37491","durch","die","halle",3
"37492","kann","ich","wohl",3
"37493","ist","oft","so",3
"37494","das","muss","sich",3
"37495","da","folge","ich",3
"37496","kann","ich","ganz",3
"37497","ich","hoffe","so",3
"37498","es","aber","ganz",3
"37499","was","heute","passiert",3
"37500","nicht","für","nötig",3
"37501","es","schon","mal",3
"37502","gehst","du","morgen",3
"37503","du","morgen","in",3
"37504","fc","köln","gegen",3
"37505","jeden","fall","vor",3
"37506","worden","weil","der",3
"37507","nach","hause","geht",3
"37508","im","alter","noch",3
"37509","das","ist","kaum",3
"37510","herr","und","frau",3
"37511","guttenbergwochen","bei","twitter",3
"37512","bei","twitter","einfach",3
"37513","twitter","einfach","den",3
"37514","einfach","den","tweet",3
"37515","den","tweet","eines",3
"37516","tweet","eines","freundes",3
"37517","eines","freundes","kopieren",3
"37518","freundes","kopieren","und",3
"37519","kopieren","und","als",3
"37520","und","als","eigenen",3
"37521","als","eigenen","tweet",3
"37522","eigenen","tweet","veröffentlichen",3
"37523","tweet","veröffentlichen","ohne",3
"37524","veröffentlichen","ohne","quellenangaben",3
"37525","ab","sofort","auf",3
"37526","wie","soll","es",3
"37527","auf","einer","welle",3
"37528","um","der","sache",3
"37529","würde","ich","aber",3
"37530","deutschland","aus","dem",3
"37531","es","gab","dort",3
"37532","auch","nichts","anderes",3
"37533","da","mache","ich",3
"37534","dann","alles","gute",3
"37535","steht","nichts","mehr",3
"37536","gott","ich","sehe",3
"37537","was","sind","die",3
"37538","man","kommt","nicht",3
"37539","viel","spaß","zu",3
"37540","kommt","nicht","mehr",3
"37541","wer","kommt","denn",3
"37542","es","langsam","zeit",3
"37543","das","die","stadt",3
"37544","weil","ich","nen",3
"37545","im","neuen","gewand",3
"37546","mit","dem","ende",3
"37547","doch","mal","in",3
"37548","hauen","und","stechen",3
"37549","dass","ich","nichts",3
"37550","vor","60","jahren",3
"37551","doch","ich","hab",3
"37552","sind","ja","so",3
"37553","und","wir","trinken",3
"37554","mich","dass","mein",3
"37555","in","der","klausur",3
"37556","sind","auf","jeden",3
"37557","viel","besser","ist",3
"37558","ein","paar","plätze",3
"37559","zu","werden","oder",3
"37560","könnte","mir","auch",3
"37561","schönes","wochenende","allerseits",3
"37562","augen","zu","verlieren",3
"37563","was","für","männer",3
"37564","am","13","februar",3
"37565","vom","kopf","her",3
"37566","sich","am","meisten",3
"37567","wohl","ein","zeichen",3
"37568","zeichen","für","eine",3
"37569","ist","ein","grund",3
"37570","spass","bei","der",3
"37571","hauptsächlich","in","der",3
"37572","wie","sieht's","aus",3
"37573","sie","sich","gegenseitig",3
"37574","in","gleicher","weise",3
"37575","nicht","entscheiden","was",3
"37576","schlecht","ich","habe",3
"37577","zu","hause","auch",3
"37578","und","ganz","besonders",3
"37579","dürfen","wenn","sie",3
"37580","dabei","ist","d",3
"37581","kann","ich","im",3
"37582","gleich","zu","hause",3
"37583","und","dann","nur",3
"37584","idee","wo","man",3
"37585","ich","nur","zurück",3
"37586","nur","zurück","geben",3
"37587","jetzt","auch","an",3
"37588","leben","vor","dem",3
"37589","das","denn","nie",3
"37590","das","also","nicht",3
"37591","so","müssen","sich",3
"37592","bei","mir","damals",3
"37593","ist","mir","schon",3
"37594","schau","ich","auch",3
"37595","zu","einem","besonderen",3
"37596","der","letzte","zug",3
"37597","aus","der","kategorie",3
"37598","nicht","so","funktioniert",3
"37599","es","kann","sich",3
"37600","hat","es","denn",3
"37601","so","schnell","war",3
"37602","werden","wenn","ein",3
"37603","wünsche","viel","erfolg",3
"37604","heute","leider","keine",3
"37605","achte","auf","deine",3
"37606","hier","auf","einen",3
"37607","ist","das","haus",3
"37608","erzählt","das","ich",3
"37609","dies","gilt","vor",3
"37610","sind","über","die",3
"37611","es","ging","auch",3
"37612","die","veröffentlichung","des",3
"37613","sehr","damit","beschäftigt",3
"37614","doch","wieder","nur",3
"37615","auf","und","sie",3
"37616","heute","in","allen",3
"37617","wurde","haben","die",3
"37618","was","der","andere",3
"37619","der","andere","nicht",3
"37620","nicht","sowieso","schon",3
"37621","gegen","bayern","münchen",3
"37622","mit","den","blättern",3
"37623","dann","hätten","sie",3
"37624","du","das","ist",3
"37625","der","plan","für",3
"37626","und","je","länger",3
"37627","wenn","nichts","mehr",3
"37628","ich","nun","wieder",3
"37629","bei","menschen","die",3
"37630","2","von","3",3
"37631","das","jetzt","einfach",3
"37632","jetzt","mal","an",3
"37633","mal","die","letzten",3
"37634","sieht","ja","aus",3
"37635","oh","es","ist",3
"37636","rock","am","ring",3
"37637","dass","ihr","noch",3
"37638","waren","sie","auch",3
"37639","schwer","ist","es",3
"37640","ich","in","dem",3
"37641","ist","es","unmöglich",3
"37642","noch","die","eine",3
"37643","war","das","alles",3
"37644","der","arbeit","die",3
"37645","über","eine","woche",3
"37646","haben","man","kann",3
"37647","man","kann","damit",3
"37648","nett","zu","uns",3
"37649","für","mich","noch",3
"37650","noch","der","beste",3
"37651","highlight","des","jahres",3
"37652","keine","ahnung","habe",3
"37653","habe","so","eine",3
"37654","sie","wenn","sie",3
"37655","nicht","aber","du",3
"37656","19","uhr","geht",3
"37657","gerade","noch","den",3
"37658","kopf","auf","die",3
"37659","mit","geld","nicht",3
"37660","nicht","im","landtag",3
"37661","und","nicht","ganz",3
"37662","ein","besuch","der",3
"37663","noch","nicht","probiert",3
"37664","das","auch","wenn",3
"37665","die","uns","in",3
"37666","mal","ran","an",3
"37667","an","den","speck",3
"37668","schalke","04","am",3
"37669","jeden","ist","etwas",3
"37670","ist","etwas","dabei",3
"37671","doch","der","ist",3
"37672","auch","diesmal","wieder",3
"37673","und","die","bibliothek",3
"37674","solange","es","nur",3
"37675","es","nur","geht",3
"37676","die","aktuellste","version",3
"37677","bis","spät","in",3
"37678","für","das","iphone",3
"37679","ganzen","tag","zu",3
"37680","deswegen","werde","ich",3
"37681","doch","ganz","einfach",3
"37682","ja","fast","so",3
"37683","mal","für","ne",3
"37684","das","richtige","wetter",3
"37685","zu","früh","das",3
"37686","ich","bin","grade",3
"37687","in","den","wolken",3
"37688","nach","3","stunden",3
"37689","ersten","mal","richtig",3
"37690","auf","der","schiene",3
"37691","draußen","ist","es",3
"37692","da","wird","mir",3
"37693","doch","kein","mensch",3
"37694","kein","mensch","der",3
"37695","muss","es","sich",3
"37696","und","schon","einmal",3
"37697","schon","einmal","darüber",3
"37698","gerne","ein","zweites",3
"37699","dass","es","klappt",3
"37700","sind","natürlich","auch",3
"37701","hob","hervor","dass",3
"37702","noch","nicht","hier",3
"37703","den","menschen","als",3
"37704","lasst","euch","nicht",3
"37705","kommt","alle","vorbei",3
"37706","er","sie","noch",3
"37707","bin","ich","schnell",3
"37708","dann","mit","den",3
"37709","sieht","sehr","gut",3
"37710","heute","19","uhr",3
"37711","die","gäste","haben",3
"37712","mich","wie","bolle",3
"37713","um","18.45","uhr",3
"37714","wann","fährst","du",3
"37715","noch","10","minuten",3
"37716","wir","erst","einmal",3
"37717","einmal","über","die",3
"37718","was","erwartest","du",3
"37719","mal","kein","geld",3
"37720","zwei","wochen","an",3
"37721","heute","noch","und",3
"37722","sie","da","ja",3
"37723","was","da","alles",3
"37724","der","altstadt","und",3
"37725","ich","die","beiden",3
"37726","bei","ihm","die",3
"37727","leider","nur","ein",3
"37728","und","sorgte","für",3
"37729","mein","sohn","ist",3
"37730","setzt","in","der",3
"37731","wie","jetzt","das",3
"37732","ich","das","falsch",3
"37733","eigentlich","die","leute",3
"37734","tritt","aus","dem",3
"37735","wir","jetzt","nicht",3
"37736","3","tage","in",3
"37737","nein","es","war",3
"37738","mir","nicht","folgst",3
"37739","sagen","ob","das",3
"37740","feine","unterschied","zwischen",3
"37741","auch","bei","#google",3
"37742","sich","auf","viele",3
"37743","in","den","hintern",3
"37744","ganze","zeit","das",3
"37745","für","all","jene",3
"37746","indem","sie","das",3
"37747","gibt","es","irgendwo",3
"37748","mehr","hier","gewesen",3
"37749","mich","auf","meinen",3
"37750","in","der","mehrheit",3
"37751","na","auf","das",3
"37752","über","die","autobahn",3
"37753","glaub","ich","brauch",3
"37754","aber","dann","geht",3
"37755","und","lass","die",3
"37756","großbritannien","und","der",3
"37757","es","hier","ist",3
"37758","dass","es","etwas",3
"37759","jahr","gab","es",3
"37760","hab","mir","mal",3
"37761","doch","immer","noch",3
"37762","kenn","ich","aber",3
"37763","zeit","zum","schlafen",3
"37764","auf","gute","gespräche",3
"37765","und","die","umstände",3
"37766","gut","und","richtig",3
"37767","schon","als","die",3
"37768","ganze","jahr","über",3
"37769","das","aus","was",3
"37770","auf","facebook","sind",3
"37771","das","größte","und",3
"37772","wir","nun","mal",3
"37773","gar","nicht","dann",3
"37774","das","geht","auf",3
"37775","dank","für","ihren",3
"37776","uns","auf","eure",3
"37777","das","schon","einmal",3
"37778","mich","gestern","abend",3
"37779","man","auf","jeden",3
"37780","zu","warten","das",3
"37781","eben","in","der",3
"37782","den","inhalt","der",3
"37783","auf","seinem","blog",3
"37784","wer","sonst","noch",3
"37785","nicht","sein","oder",3
"37786","war","heute","übrigens",3
"37787","auch","in","eine",3
"37788","mir","noch","mal",3
"37789","schönen","samstag","abend",3
"37790","mir","kaum","vorstellen",3
"37791","vorstellen","dass","wir",3
"37792","wieder","in","mein",3
"37793","lass","ich","mir",3
"37794","mir","dann","noch",3
"37795","wir","morgen","in",3
"37796","sich","selbst","beschäftigt",3
"37797","aber","ich","mach",3
"37798","london","und","new",3
"37799","bei","meinem","heutigen",3
"37800","tag","im","bett",3
"37801","ist","rum","und",3
"37802","so","voll","wie",3
"37803","die","heute","nicht",3
"37804","gruß","an","die",3
"37805","einer","kurzen","nacht",3
"37806","ist","nicht","dein",3
"37807","ich","ja","nur",3
"37808","auf","antrag","der",3
"37809","geh","mal","in",3
"37810","das","so","oder",3
"37811","nun","ja","wenn",3
"37812","möglich","zu","halten",3
"37813","da","nicht","auch",3
"37814","ist","es","geschafft",3
"37815","war","auch","etwas",3
"37816","auch","etwas","über",3
"37817","die","schöne","zeit",3
"37818","zumindest","schon","mal",3
"37819","heute","bei","mir",3
"37820","sind","die","letzten",3
"37821","ich","bin","ab",3
"37822","bin","ab","jetzt",3
"37823","ab","jetzt","für",3
"37824","der","revolution","in",3
"37825","immer","noch","hunger",3
"37826","heute","heißt","es",3
"37827","es","scheint","sich",3
"37828","sich","was","zu",3
"37829","leute","aus","der",3
"37830","mag","vor","allem",3
"37831","allem","auch","die",3
"37832","hey","hast","du",3
"37833","ganz","nah","an",3
"37834","nah","an","der",3
"37835","sich","eines","der",3
"37836","wir","es","einfach",3
"37837","in","diesem","speziellen",3
"37838","diesem","speziellen","fall",3
"37839","kenne","ich","und",3
"37840","es","ist","toll",3
"37841","die","karten","kosten",3
"37842","fragte","mich","ob",3
"37843","und","ihm","das",3
"37844","vor","dem","nächsten",3
"37845","sei","nicht","auszuschließen",3
"37846","nicht","mit","meinem",3
"37847","genieße","den","tag",3
"37848","menschen","kann","man",3
"37849","gentechnisch","veränderte","pflanzen",3
"37850","nicht","die","im",3
"37851","die","sind","dann",3
"37852","sind","dann","nicht",3
"37853","nicht","in","deinem",3
"37854","und","weißt","du",3
"37855","was","is","denn",3
"37856","stolz","wie","oskar",3
"37857","wie","sehr","mich",3
"37858","ich","den","auch",3
"37859","in","der","schanze",3
"37860","auf","die","tastatur",3
"37861","den","anbau","von",3
"37862","gibt","es","diesen",3
"37863","mir","die","welt",3
"37864","manchmal","wenn","ich",3
"37865","den","boden","und",3
"37866","und","tu","so",3
"37867","tu","so","als",3
"37868","zum","glück","kann",3
"37869","zu","haben","wenn",3
"37870","wenn","man","dieses",3
"37871","nimmt","man","einen",3
"37872","so","mit","sich",3
"37873","zu","sein","bedeutet",3
