"","W1","W2","W3","W4","Count"
"5315","ab","heute","im","kino",3
"5316","ist","noch","nicht","da",3
"5317","hab","ich","schon","gesehen",3
"5318","ist","es","wie","mit",3
"5319","war","ein","toller","abend",3
"5320","aber","ist","ja","auch",3
"5321","ist","ja","auch","irgendwie",3
"5322","hat","jemand","nen","tipp",3
"5323","und","das","will","ich",3
"5324","aus","münchen","wünsche","euch",3
"5325","das","ist","aber","doch",3
"5326","was","zur","hölle","ist",3
"5327","und","das","meine","ich",3
"5328","fluch","der","karibik","fremde",3
"5329","der","karibik","fremde","gezeiten",3
"5330","für","ein","glück","dass",3
"5331","wochenende","schon","wieder","vorbei",3
"5332","nach","mir","die","sintflut",3
"5333","ich","schon","lang","nicht",3
"5334","damit","zu","tun","hat",3
"5335","was","meinst","du","damit",3
"5336","in","die","stadt","und",3
"5337","von","mir","aus","auch",3
"5338","ist","das","nur","ein",3
"5339","ist","heute","auf","der",3
"5340","den","bach","runter","geht",3
"5341","du","recht","hast","hast",3
"5342","recht","hast","hast","du",3
"5343","hast","hast","du","recht",3
"5344","und","dann","wird","man",3
"5345","lange","nicht","mehr","gehört",3
"5346","die","erfahrung","gemacht","dass",3
"5347","würde","mich","sehr","über",3
"5348","passt","auf","euch","auf",3
"5349","und","dann","zur","arbeit",3
"5350","das","was","ich","will",3
"5351","ich","freue","mich","jetzt",3
"5352","die","spvgg","greuther","fürth",3
"5353","also","ich","finde","es",3
"5354","bin","dann","mal","im",3
"5355","da","habe","ich","echt",3
"5356","bei","uns","wird","es",3
"5357","es","geht","immer","noch",3
"5358","das","heißt","nicht","dass",3
"5359","wenn","wir","uns","nicht",3
"5360","wäre","es","mit","einer",3
"5361","ich","danke","euch","für",3
"5362","kreuzen","sich","die","wege",3
"5363","fühle","ich","mich","nicht",3
"5364","nicht","das","was","ich",3
"5365","fühle","ich","mich","wie",3
"5366","gar","nicht","auf","dem",3
"5367","wenn","schon","dann","bitte",3
"5368","nach","hause","kommen","und",3
"5369","mit","bauer","sucht","frau",3
"5370","aber","wo","ist","die",3
"5371","ich","mir","keine","sorgen",3
"5372","sich","dem","ende","entgegen",3
"5373","einfach","eine","mail","an",3
"5374","ich","glaub","ich","kauf",3
"5375","ist","und","bleibt","ein",3
"5376","mehr","das","was","es",3
"5377","um","5","30","uhr",3
"5378","looking","forward","to","see",3
"5379","jetzt","habe","ich","die",3
"5380","ist","nicht","alles","aber",3
"5381","bei","mir","zu","hause",3
"5382","das","kann","man","sich",3
"5383","ja","ich","bin","eine",3
"5384","und","ich","muss","noch",3
"5385","die","hab","ich","schon",3
"5386","gefragt","worden","ob","ich",3
"5387","aber","man","kann","sich",3
"5388","um","18","00","uhr",3
"5389","auch","wenn","ich","mich",3
"5390","und","heute","abend","wird",3
"5391","nichts","mehr","von","mir",3
"5392","wir","schon","dabei","sind",3
"5393","die","zeichen","der","zeit",3
"5394","was","als","nächstes","passiert",3
"5395","ne","gute","stunde","bis",3
"5396","oder","kann","das","weg",3
"5397","wir","in","den","letzten",3
"5398","das","war","ein","tippfehler",3
"5399","fühle","mich","wieder","wie",3
"5400","die","nicht","in","der",3
"5401","ist","aber","gar","nicht",3
"5402","hat","sich","mit","dem",3
"5403","bin","auch","schon","ganz",3
"5404","ja","mal","sowas","von",3
"5405","zurück","aus","dem","urlaub",3
"5406","lässt","zu","wünschen","übrig",3
"5407","viel","erfolg","und","spaß",3
"5408","ist","ja","auch","nur",3
"5409","bist","du","schon","mal",3
"5410","schon","mal","auf","die",3
"5411","kopf","gegen","die","wand",3
"5412","nach","wie","vor","kein",3
"5413","ich","bin","mir","aber",3
"5414","euch","einen","guten","rutsch",3
"5415","es","kann","nur","besser",3
"5416","besteht","aus","zwei","teilen",3
"5417","euch","einen","guten","morgen",3
"5418","arbeiten","mit","hochdruck","an",3
"5419","wochenende","wünschen","wir","euch",3
"5420","mal","jemand","erklären","warum",3
"5421","scheint","die","sonne","auch",3
"5422","guten","morgen","wir","wünschen",3
"5423","aber","was","tut","man",3
"5424","wenn","es","nicht","so",3
"5425","eine","stunde","vor","dem",3
"5426","das","geht","ja","gar",3
"5427","jetzt","geht","es","gleich",3
"5428","ich","hätte","gerne","einen",3
"5429","wie","ich","das","mit",3
"5430","ich","hab","kein","bock",3
"5431","hab","kein","bock","mehr",3
"5432","morgen","wir","wünschen","euch",3
"5433","sind","nicht","mehr","die",3
"5434","kann","man","sich","auch",3
"5435","wünsche","ich","viel","spaß",3
"5436","viel","spaß","und","gute",3
"5437","schönen","sonntag","euch","allen",3
"5438","wenn","ich","daheim","bin",3
"5439","es","wohl","nicht","mehr",3
"5440","viel","größer","als","die",3
"5441","sich","an","wie","ein",3
"5442","warum","bin","ich","nur",3
"5443","die","zeit","vergeht","so",3
"5444","glückwunsch","und","viel","erfolg",3
"5445","gegen","ende","des","jahres",3
"5446","immer","wieder","aufs","neue",3
"5447","an","denen","man","sich",3
"5448","es","ist","so","traurig",3
"5449","dass","sich","so","viele",3
"5450","und","das","in","der",3
"5451","schon","wieder","auf","dem",3
"5452","hatte","ich","schon","erwähnt",3
"5453","nicht","so","weit","weg",3
"5454","instituts","für","internet","und",3
"5455","für","internet","und","gesellschaft",3
"5456","die","sonne","kommt","raus",3
"5457","der","himmel","blau","ist",3
"5458","freuen","uns","über","neue",3
"5459","bald","geht","es","los",3
"5460","warum","haben","so","viele",3
"5461","was","ich","mir","wünsche",3
"5462","allen","ein","frohes","weihnachtsfest",3
"5463","aber","ich","habe","auch",3
"5464","haben","kann","man","das",3
"5465","ist","doch","auch","nur",3
"5466","danke","für","die","aufklärung",3
"5467","hab","ich","diese","woche",3
"5468","aber","auch","nicht","gerade",3
"5469","ist","nicht","so","wichtig",3
"5470","der","frühe","vogel","kann",3
"5471","frühe","vogel","kann","mich",3
"5472","vogel","kann","mich","mal",3
"5473","wenn","man","ihn","mal",3
"5474","man","ihn","mal","braucht",3
"5475","so","geht","es","mir",3
"5476","das","erste","was","man",3
"5477","danke","für","die","erinnerung",3
"5478","das","glaub","ich","dir",3
"5479","jeden","fall","ist","das",3
"5480","kannst","du","mir","bitte",3
"5481","mich","auf","den","morgigen",3
"5482","immer","noch","auf","den",3
"5483","schon","ein","weilchen","her",3
"5484","aber","ich","kann","das",3
"5485","oh","danke","für","den",3
"5486","habe","den","ganzen","tag",3
"5487","aber","das","hast","du",3
"5488","den","#ff","und","ein",3
"5489","mich","auf","den","tag",3
"5490","war","eine","sehr","gute",3
"5491","morgen","bin","ich","dann",3
"5492","kann","ich","aber","auch",3
"5493","dann","will","ich","mal",3
"5494","song","of","ice","and",3
"5495","of","ice","and","fire",3
"5496","ein","frohes","fest","und",3
"5497","anderen","ende","der","leitung",3
"5498","geteiltes","leid","ist","halbes",3
"5499","leid","ist","halbes","leid",3
"5500","so","langsam","werde","ich",3
"5501","nie","auf","die","idee",3
"5502","sehen","was","ich","da",3
"5503","willst","du","mich","heiraten",3
"5504","bin","in","den","letzten",3
"5505","doch","auch","mal","wieder",3
"5506","soll","ich","denn","jetzt",3
"5507","live","in","der","ard",3
"5508","war","in","meinen","augen",3
"5509","vin","diesel","paul","walker",3
"5510","die","tür","auf","und",3
"5511","bin","gespannt","wie","es",3
"5512","an","alle","meine","follower",3
"5513","hab","ich","gestern","auch",3
"5514","kommt","drauf","an","wie",3
"5515","ich","habe","mir","eine",3
"5516","die","einen","ist","es",3
"5517","die","die","welt","nicht",3
"5518","geht","es","gegen","die",3
"5519","hab","dir","ne","mail",3
"5520","du","hast","mein","mitgefühl",3
"5521","in","der","tatsache","dass",3
"5522","wir","uns","nicht","schon",3
"5523","als","ich","da","war",3
"5524","was","ist","denn","bitte",3
"5525","mit","dem","wetter","los",3
"5526","fängt","es","an","zu",3
"5527","oh","gott","ich","hab",3
"5528","mehr","zu","sein","als",3
"5529","ich","hätte","da","noch",3
"5530","und","da","gibt","es",3
"5531","leben","kann","so","schön",3
"5532","ist","immer","noch","der",3
"5533","von","minute","zu","minute",3
"5534","das","sind","doch","die",3
"5535","bis","der","arzt","kommt",3
"5536","wenn","man","weiß","dass",3
"5537","manchmal","bin","ich","so",3
"5538","vom","anderen","ende","der",3
"5539","brrr","ist","das","kalt",3
"5540","habe","ich","mal","ein",3
"5541","kann","man","eigentlich","schon",3
"5542","ein","sack","reis","umgefallen",3
"5543","ich","finde","es","ist",3
"5544","was","haltet","ihr","von",3
"5545","ja","mal","gespannt","wie",3
"5546","mal","gespannt","wie","das",3
"5547","ich","die","ganze","zeit",3
"5548","ein","paar","tage","in",3
"5549","ist","die","frage","nach",3
"5550","wer","hat","noch","nicht",3
"5551","freu","mich","riesig","auf",3
"5552","ist","auch","eher","so",3
"5553","einen","weg","aus","der",3
"5554","weils","so","schön","ist",3
"5555","na","dann","hoffen","wir",3
"5556","hoffen","wir","mal","das",3
"5557","kann","mir","jemand","erklären",3
"5558","ich","wünsche","dir","eine",3
"5559","guten","morgen","und","danke",3
"5560","gar","nicht","so","leicht",3
"5561","die","nächsten","6","wochen",3
"5562","na","dann","werd","ich",3
"5563","ach","ja","und","die",3
"5564","ist","bei","euch","auch",3
"5565","man","erst","wenn","man",3
"5566","ihr","seid","die","besten",3
"5567","würde","ich","mich","sehr",3
"5568","und","dann","ab","nach",3
"5569","und","das","mit","der",3
"5570","dann","mach","ich","mich",3
"5571","min","später","technische","störung",3
"5572","später","technische","störung","am",3
"5573","technische","störung","am","zug",3
"5574","wenn","alles","gut","geht",3
"5575","wo","gibt","es","die",3
"5576","wir","sehen","uns","morgen",3
"5577","das","einzige","was","hilft",3
"5578","einen","tollen","start","in",3
"5579","das","wissen","wir","doch",3
"5580","ich","hab","immer","noch",3
"5581","wie","komme","ich","denn",3
"5582","ich","wünsche","einen","erfolgreichen",3
"5583","lass","es","mich","wissen",3
"5584","endlich","mal","eine","vernünftige",3
"5585","liebe","grüße","aus","dem",3
"5586","kannst","du","ja","jetzt",3
"5587","ich","melde","mich","bei",3
"5588","ich","hab","mich","in",3
"5589","hab","mich","in","der",3
"5590","hätte","ich","ja","auch",3
"5591","vor","allem","weil","man",3
"5592","ich","habe","so","viel",3
"5593","schaffe","ich","es","nicht",3
"5594","ich","lach","mich","tot",3
"5595","geht","die","welt","zu",3
"5596","wo","hast","du","die",3
"5597","das","ist","dann","auch",3
"5598","auf","die","reihe","bekommen",3
"5599","mal","schauen","wie","es",3
"5600","kommt","immer","drauf","an",3
"5601","ich","sag","jetzt","einfach",3
"5602","morgen","und","eine","schöne",3
"5603","ich","die","bilder","von",3
"5604","gut","nach","hause","gekommen",3
"5605","sie","wissen","nicht","was",3
"5606","mal","schauen","wie","lange",3
"5607","den","letzten","teil","der",3
"5608","noch","nicht","für","die",3
"5609","ich","werd","mich","mal",3
"5610","sind","froh","dass","es",3
"5611","das","war","schon","immer",3
"5612","morgen","geht","es","nach",3
"5613","ich","frage","mich","gerade",3
"5614","in","diesem","jahr","auf",3
"5615","noch","ein","paar","seiten",3
"5616","heute","viel","erfolg","und",3
"5617","ich","liebe","dich","so",3
"5618","dann","auch","endlich","die",3
"5619","sind","wir","auf","der",3
"5620","aber","das","ist","so",3
"5621","auf","jeden","fall","aber",3
"5622","scheiss","die","wand","an",3
"5623","manchmal","wünschte","ich","ich",3
"5624","dürfen","nicht","vergessen","dass",3
"5625","nur","die","hälfte","des",3
"5626","willkommen","bei","carmen","nebel",3
"5627","am","wochenende","habe","ich",3
"5628","nach","langer","zeit","mal",3
"5629","schon","seit","2","stunden",3
"5630","na","dann","viel","glück",3
"5631","du","bist","doch","nicht",3
"5632","freu","dich","nicht","zu",3
"5633","dich","nicht","zu","früh",3
"5634","hab","ich","keine","ahnung",3
"5635","ganz","auf","meiner","seite",3
"5636","ich","finde","es","schön",3
"5637","befürchte","ich","dass","das",3
"5638","die","teilnahme","an","einem",3
"5639","nicht","in","den","mund",3
"5640","in","den","mund","nimmt",3
"5641","ich","noch","nie","gesehen",3
"5642","und","ich","hab","kein",3
"5643","bei","mir","und","ich",3
"5644","mal","schauen","was","wir",3
"5645","wünsche","ich","ihnen","auch",3
"5646","nicht","vergessen","morgen","ist",3
"5647","ich","bin","noch","da",3
"5648","in","diesem","sinne","eine",3
"5649","es","gibt","also","noch",3
"5650","tag","an","dem","man",3
"5651","aber","danke","dir","auch",3
"5652","ich","heute","noch","zum",3
"5653","im","leben","kommt","es",3
"5654","sonst","nix","zu","tun",3
"5655","du","auch","dabei","bist",3
"5656","wenn","du","mal","wieder",3
"5657","ja","fast","wie","bei",3
"5658","guten","start","in","ein",3
"5659","noch","nicht","so","genau",3
"5660","das","es","sich","bei",3
"5661","was","soll","ich","nur",3
"5662","das","schaffst","du","schon",3
"5663","kann","nur","gut","werden",3
"5664","aus","dem","fenster","schauen",3
"5665","kann","man","natürlich","auch",3
"5666","ich","habe","heute","die",3
"5667","kann","man","auch","mit",3
"5668","niemand","hat","die","absicht",3
"5669","da","stimme","ich","dir",3
"5670","schönen","tag","euch","allen",3
"5671","wie","nennt","man","das",3
"5672","nicht","mehr","um","die",3
"5673","geht","die","welt","unter",3
"5674","keine","ahnung","was","die",3
"5675","ich","auch","noch","eine",3
"5676","wir","sehen","uns","in",3
"5677","dann","mal","gute","besserung",3
"5678","von","dir","zu","lesen",3
"5679","das","wär","doch","was",3
"5680","großes","lob","an","den",3
"5681","heute","abend","mal","wieder",3
"5682","guten","morgen","aus","münchen",3
"5683","gibts","ja","auch","noch",3
"5684","19.30","uhr","in","der",3
"5685","der","tür","und","die",3
"5686","viel","spaß","in","der",3
"5687","und","wird","von","der",3
"5688","geht","es","auch","gut",3
"5689","das","ist","für","den",3
"5690","morgen","nach","der","arbeit",3
"5691","habe","ich","schon","erwähnt",3
"5692","ist","das","ja","auch",3
"5693","ist","das","wetter","bei",3
"5694","in","berlin","haben","wir",3
"5695","und","nicht","auf","dem",3
"5696","das","ist","aber","auch",3
"5697","aber","auch","ein","wenig",3
"5698","von","the","walking","dead",3
"5699","von","a","bis","z",3
"5700","voll","auf","ihre","kosten",3
"5701","wer","kennt","sie","nicht",3
"5702","dass","es","immer","mehr",3
"5703","ich","hab","mir","ein",3
"5704","ein","gespräch","mit","dem",3
"5705","aber","nicht","mehr","lange",3
"5706","gibt","es","genug","in",3
"5707","wir","haben","es","in",3
"5708","ich","immer","noch","nicht",3
"5709","das","freut","mich","ich",3
"5710","man","erst","mal","kommen",3
"5711","guten","morgen","liebe","freunde",3
"5712","und","zwar","nicht","nur",3
"5713","wie","geil","is","das",3
"5714","geil","is","das","denn",3
"5715","an","alle","die","gestern",3
"5716","so","ein","wenig","die",3
"5717","doch","nicht","auf","den",3
"5718","so","etwas","in","der",3
"5719","nicht","zu","viel","verraten",3
"5720","danke","für","die","infos",3
"5721","weihnachtsfest","und","einen","guten",3
"5722","dann","hätte","ich","es",3
"5723","dann","kann","ich","auch",3
"5724","oh","nein","schon","wieder",3
"5725","weil","ich","in","der",3
"5726","ganz","nach","dem","motto",3
"5727","und","dann","geht's","los",3
"5728","ist","ja","mal","eine",3
"5729","und","der","rest","der",3
"5730","ich","mich","nur","noch",3
"5731","mich","auch","schon","gefragt",3
"5732","so","geht's","mir","auch",3
"5733","was","macht","ihr","eigentlich",3
"5734","wir","wünschen","einen","schönen",3
"5735","so","ein","tag","an",3
"5736","hast","ja","recht","aber",3
"5737","ich","schon","ein","wenig",3
"5738","auch","schon","mal","in",3
"5739","man","nicht","schlafen","kann",3
"5740","freuen","uns","über","jeden",3
"5741","mal","wieder","auf","die",3
"5742","wieder","auf","die","beine",3
"5743","denn","es","ist","die",3
"5744","allen","ein","frohes","und",3
"5745","geht","es","nach","berlin",3
"5746","ich","habe","heute","meinen",3
"5747","dass","in","den","nächsten",3
"5748","auch","von","mir","alles",3
"5749","so","ist","das","eben",3
"5750","das","find","ich","aber",3
"5751","man","sich","für","den",3
"5752","mich","schon","sehr","darauf",3
"5753","trotzdem","ist","es","nicht",3
"5754","eine","völlig","neue","bedeutung",3
"5755","ab","gehts","in","die",3
"5756","ich","brauch","nen","neuen",3
"5757","nicht","mehr","so","richtig",3
