"","W1","W2","Count"
"81063","zur","rente",4
"81064","brand","und",4
"81065","was","unser",4
"81066","jahres","ist",4
"81067","terror","in",4
"81068","vorher","eine",4
"81069","eine","genehmigung",4
"81070","des","zu",4
"81071","früh","verstorbenen",4
"81072","sein","mandat",4
"81073","später","geht",4
"81074","uns","sein",4
"81075","europa","gibt",4
"81076","ihrer","website",4
"81077","jede","regierung",4
"81078","1,7","milliarden",4
"81079","bezahlt","wurde",4
"81080","risiken","in",4
"81081","17","mal",4
"81082","älter","und",4
"81083","der","identität",4
"81084","senf","und",4
"81085","monaten","zu",4
"81086","gemeinsam","von",4
"81087","führen","werde",4
"81088","betonte","auch",4
"81089","summen","in",4
"81090","arabischen","halbinsel",4
"81091","verlusten","der",4
"81092","einer","tollen",4
"81093","samstag","waren",4
"81094","waren","begeistert",4
"81095","angeht","so",4
"81096","so","hatten",4
"81097","der","leber",4
"81098","allem","anschein",4
"81099","gültig","ist",4
"81100","unter","18",4
"81101","die","typischen",4
"81102","einem","modernen",4
"81103","erde","mit",4
"81104","und","finanziert",4
"81105","worauf","die",4
"81106","gesenkt","und",4
"81107","islamischen","ländern",4
"81108","der","knapp",4
"81109","den","islamischen",4
"81110","kämpfe","zwischen",4
"81111","den","un",4
"81112","die","langfristige",4
"81113","du","anrufst",4
"81114","sie","enthalten",4
"81115","geschätzt","wird",4
"81116","auf","flohmärkten",4
"81117","fotografie","die",4
"81118","und","erfahrungen",4
"81119","ausschließlich","für",4
"81120","opfer","zu",4
"81121","muß","nicht",4
"81122","einem","unbekannten",4
"81123","der","buch",4
"81124","hohe","erwartungen",4
"81125","friedlich","und",4
"81126","letztlich","zu",4
"81127","von","dritten",4
"81128","lag","auf",4
"81129","fenster","aus",4
"81130","kommenden","zwei",4
"81131","fenstern","und",4
"81132","des","iran",4
"81133","deshalb","kein",4
"81134","papst","der",4
"81135","6","millionen",4
"81136","islamischen","revolution",4
"81137","revolution","von",4
"81138","2,7","millionen",4
"81139","staat","den",4
"81140","möglichkeiten","zum",4
"81141","gezogen","zu",4
"81142","auf","sogenannte",4
"81143","solar","und",4
"81144","bewusst","nicht",4
"81145","dass","ganze",4
"81146","so","ihre",4
"81147","beobachtet","werden",4
"81148","und","legten",4
"81149","israelischen","regierung",4
"81150","maßnahmen","im",4
"81151","stabilisierung","des",4
"81152","sehen","einen",4
"81153","gerüchte","die",4
"81154","einem","schiff",4
"81155","schon","2009",4
"81156","entkernen","und",4
"81157","bewusst","auf",4
"81158","erreicht","habe",4
"81159","leser","der",4
"81160","kopien","von",4
"81161","umstände","des",4
"81162","ist","geradezu",4
"81163","ab","2014",4
"81164","sonne","sind",4
"81165","das","wahrzeichen",4
"81166","den","diversen",4
"81167","spiels","ist",4
"81168","schwer","ein",4
"81169","übertragung","der",4
"81170","gegenstände","und",4
"81171","ihr","pc",4
"81172","zu","erschaffen",4
"81173","eingestuft","werden",4
"81174","eine","sichere",4
"81175","innenstadt","zu",4
"81176","eine","ehrliche",4
"81177","sie","zählen",4
"81178","man","später",4
"81179","die","neuordnung",4
"81180","strang","ziehen",4
"81181","haben","festgestellt",4
"81182","geplant","im",4
"81183","worten","und",4
"81184","die","schrecklichen",4
"81185","dem","schriftzug",4
"81186","liegt","unter",4
"81187","dienstleistungen","und",4
"81188","zu","ausschreitungen",4
"81189","herrn","dr",4
"81190","zum","trost",4
"81191","der","todesfälle",4
"81192","führen","wir",4
"81193","der","jährlich",4
"81194","deutschen","fiskus",4
"81195","schweizer","behörden",4
"81196","etwas","mehl",4
"81197","die","zeugin",4
"81198","stimmung","des",4
"81199","leben","müssen",4
"81200","einstieg","ins",4
"81201","und","finanziellen",4
"81202","lösen","und",4
"81203","dem","reaktorunfall",4
"81204","kaufen","können",4
"81205","ich","zwischendurch",4
"81206","möglich","gehalten",4
"81207","schreibtisch","und",4
"81208","als","gleichberechtigte",4
"81209","einer","auktion",4
"81210","ausgegeben","hat",4
"81211","dem","jetzigen",4
"81212","das","allgemeine",4
"81213","er","tat",4
"81214","ließ","man",4
"81215","eines","weiteren",4
"81216","schneller","in",4
"81217","richtung","demokratie",4
"81218","internet","einen",4
"81219","vom","politischen",4
"81220","tiefe","des",4
"81221","der","seiten",4
"81222","praxis","zu",4
"81223","entspricht","etwa",4
"81224","und","notfalls",4
"81225","kostet","den",4
"81226","8","dezember",4
"81227","tisch","mit",4
"81228","zum","ausbruch",4
"81229","für","besonders",4
"81230","klipp","und",4
"81231","klar","gegen",4
"81232","muss","dieser",4
"81233","osten","des",4
"81234","öl","zu",4
"81235","seine","große",4
"81236","womöglich","gar",4
"81237","bestätigt","sehen",4
"81238","film","nur",4
"81239","geschichte","erzählt",4
"81240","erzählt","wurde",4
"81241","den","figuren",4
"81242","somit","war",4
"81243","hätte","seine",4
"81244","gegeben","sich",4
"81245","in","mecklenburg",4
"81246","den","damit",4
"81247","fand","im",4
"81248","hierfür","ist",4
"81249","sowie","über",4
"81250","schon","stunden",4
"81251","wurde","daraufhin",4
"81252","unterstützung","seiner",4
"81253","extra","das",4
"81254","großem","engagement",4
"81255","gibt","einem",4
"81256","dabei","er",4
"81257","er","gewann",4
"81258","reicht","ihm",4
"81259","es","ausdrückt",4
"81260","seine","form",4
"81261","gelinde","gesagt",4
"81262","zweiten","rang",4
"81263","denn","einige",4
"81264","durch","ihn",4
"81265","und","schaffte",4
"81266","möglich","wir",4
"81267","denken","denn",4
"81268","bereits","hinter",4
"81269","wenn","nötig",4
"81270","er","falsch",4
"81271","richtig","sei",4
"81272","und","finanzieren",4
"81273","die","cdu-vorsitzende",4
"81274","bezeichnen","die",4
"81275","ermittelt","und",4
"81276","nordosten","japans",4
"81277","sei","dagegen",4
"81278","worden","für",4
"81279","einen","stärkeren",4
"81280","herren","des",4
"81281","in","oxford",4
"81282","falle","von",4
"81283","fand","auf",4
"81284","waren","wenn",4
"81285","einem","rutsch",4
"81286","abend","gab",4
"81287","das","wilde",4
"81288","bewegung","zu",4
"81289","der","steigenden",4
"81290","herr","im",4
"81291","herren","zu",4
"81292","1964","in",4
"81293","diese","für",4
"81294","dieser","drei",4
"81295","dezember","2001",4
"81296","zu","heftigen",4
"81297","angriffen","auf",4
"81298","einmal","möchte",4
"81299","wenn","ihn",4
"81300","sekretär","der",4
"81301","allerdings","weniger",4
"81302","die","klassen",4
"81303","ihr","konzept",4
"81304","übernommen","das",4
"81305","kräfte","der",4
"81306","weitgehend","mit",4
"81307","eher","schlicht",4
"81308","wurzeln","der",4
"81309","und","kritische",4
"81310","der","gewünschten",4
"81311","dem","zucker",4
"81312","notwendig","geworden",4
"81313","2006","bei",4
"81314","im","reagenzglas",4
"81315","zu","bremsen",4
"81316","nutzen","oder",4
"81317","rose","und",4
"81318","oben","nicht",4
"81319","vergangenheit","des",4
"81320","kirchen","zu",4
"81321","wussten","nicht",4
"81322","ich","traf",4
"81323","so","dünn",4
"81324","vergessen","werden",4
"81325","der","folter",4
"81326","brauchten","wir",4
"81327","schlich","sich",4
"81328","und","violett",4
"81329","dem","alkohol",4
"81330","deutlich","erhöht",4
"81331","drei","bücher",4
"81332","jahr","2014",4
"81333","still","zu",4
"81334","hergestellt","und",4
"81335","zweifel","die",4
"81336","stellungen","der",4
"81337","überraschend","wie",4
"81338","puderzucker","bestäuben",4
"81339","anführer","der",4
"81340","der","weimarer",4
"81341","republik","die",4
"81342","ein","anliegen",4
"81343","kann","viele",4
"81344","lassen","diese",4
"81345","auszüge","aus",4
"81346","vermögen","in",4
"81347","entspricht","in",4
"81348","zu","große",4
"81349","und","bot",4
"81350","stammt","vom",4
"81351","herrscht","im",4
"81352","dpa","der",4
"81353","länder","für",4
"81354","ihre","ganz",4
"81355","zu","neutralisieren",4
"81356","niedersachsen","und",4
"81357","einst","das",4
"81358","das","gedicht",4
"81359","forderte","dass",4
"81360","in","reichweite",4
"81361","ohne","etwas",4
"81362","unter","vier",4
"81363","der","ehrenamtlichen",4
"81364","von","anwälten",4
"81365","anfang","machte",4
"81366","der","freunde",4
"81367","dabei","allerdings",4
"81368","ab","für",4
"81369","begrüßen","die",4
"81370","für","österreich",4
"81371","je","wieder",4
"81372","seinen","ruf",4
"81373","die","banane",4
"81374","des","klassikers",4
"81375","tatsächlich","vor",4
"81376","sie","begann",4
"81377","zu","belassen",4
"81378","einem","meter",4
"81379","zubereitet","und",4
"81380","dunkle","schokolade",4
"81381","sie","dachten",4
"81382","über","keine",4
"81383","könnte","sollte",4
"81384","und","aufgaben",4
"81385","an","zudem",4
"81386","fürchte","dass",4
"81387","mitgebracht","hatte",4
"81388","wären","wenn",4
"81389","dem","irak",4
"81390","und","susanne",4
"81391","leser","an",4
"81392","im","koran",4
"81393","letztlich","nicht",4
"81394","europäischer","ebene",4
"81395","hamit","altintop",4
"81396","zwang","zur",4
"81397","der","militärische",4
"81398","dieser","information",4
"81399","gilt","natürlich",4
"81400","sie","langsam",4
"81401","basis","einer",4
"81402","sie","heiraten",4
"81403","gegangen","mit",4
"81404","gilt","vor",4
"81405","aus","osteuropa",4
"81406","arbeitnehmer","und",4
"81407","und","freien",4
"81408","bereits","berichtet",4
"81409","konturen","ideal",4
"81410","als","vorbildlich",4
"81411","die","palästinensische",4
"81412","heer","von",4
"81413","dass","viel",4
"81414","vermittelt","wird",4
"81415","denn","obwohl",4
"81416","im","ländlichen",4
"81417","fahnen","geschrieben",4
"81418","blutdruck","und",4
"81419","und","gewicht",4
"81420","anderen","österreichischen",4
"81421","wochen","aber",4
"81422","banken","immer",4
"81423","bank","an",4
"81424","weltweit","sind",4
"81425","sind","positiv",4
"81426","erhielten","eine",4
"81427","entgegen","und",4
"81428","und","übergab",4
"81429","der","ich-perspektive",4
"81430","kritisiert","der",4
"81431","begann","ich",4
"81432","der","vorsatz",4
"81433","zu","bestrafen",4
"81434","frei","übersetzt",4
"81435","eines","höheren",4
"81436","geworden","sagt",4
"81437","zum","servieren",4
"81438","denn","neben",4
"81439","hoch","oben",4
"81440","wichtig","bei",4
"81441","125","g",4
"81442","die","spekulanten",4
"81443","figur","in",4
"81444","leute","werden",4
"81445","allgemein","zu",4
"81446","sie","gingen",4
"81447","backofen","bei",4
"81448","gestohlen","wurden",4
"81449","wurden","also",4
"81450","reagieren","auf",4
"81451","bildern","von",4
"81452","bleiben","werden",4
"81453","einen","flug",4
"81454","mehrere","dutzend",4
"81455","arbeitet","ein",4
"81456","touristen","in",4
"81457","und","hingabe",4
"81458","nun","durch",4
"81459","sich","vorzustellen",4
"81460","die","nsdap",4
"81461","wahrscheinlich","werde",4
"81462","einer","tiefen",4
"81463","alle","sieben",4
"81464","binnen","kürzester",4
"81465","finden","ein",4
"81466","einem","zusätzlichen",4
"81467","wieder","weil",4
"81468","schwelle","zum",4
"81469","sind","wichtige",4
"81470","machte","im",4
"81471","genommen","dass",4
"81472","geld","nur",4
"81473","autorität","in",4
"81474","ausstellung","der",4
"81475","das","frühere",4
"81476","von","geldern",4
"81477","den","kse-vertrag",4
"81478","in","rumänien",4
"81479","sie","gilt",4
"81480","monaten","aber",4
"81481","eine","zeitlich",4
"81482","um","kunden",4
"81483","bauern","mit",4
"81484","erklären","können",4
"81485","geschlossenen","augen",4
"81486","festgehalten","und",4
"81487","erhoben","hat",4
"81488","veränderte","pflanzen",4
"81489","täglich","und",4
"81490","tun","möchte",4
"81491","die","schriftliche",4
"81492","ewige","jugend",4
"81493","die","äußerst",4
"81494","und","servieren",4
"81495","klassiker","von",4
"81496","erhalten","hatte",4
"81497","sogar","gleich",4
"81498","stehen","es",4
"81499","einen","einfachen",4
"81500","mithilfe","einer",4
"81501","werden","ziel",4
"81502","deshalb","gibt",4
"81503","theoretisch","könnte",4
"81504","wenden","und",4
"81505","einer","unserer",4
"81506","zeit","ohne",4
"81507","folgte","dem",4
"81508","die","brutale",4
"81509","erinnert","daran",4
"81510","die","nähmaschine",4
"81511","schlank","sein",4
"81512","oktober","2006",4
"81513","art","auf",4
"81514","bis","2011",4
"81515","als","hundert",4
"81516","wirkte","das",4
"81517","der","bundespräsident",4
"81518","in","gaza",4
"81519","dies","keine",4
"81520","den","hoch",4
"81521","ein","über",4
"81522","handeln","aber",4
"81523","der","gut",4
"81524","1","8",4
"81525","vergessen","der",4
"81526","andere","gruppe",4
"81527","spricht","aus",4
"81528","möglich","machen",4
"81529","ein","ähnlicher",4
"81530","kanada","und",4
"81531","fahren","auf",4
"81532","und","master",4
"81533","jahres","ihre",4
"81534","sehr","reif",4
"81535","anders","entschieden",4
"81536","das","make-up",4
"81537","berührung","kommen",4
"81538","gefährlich","sind",4
"81539","bitte","sie",4
"81540","jahren","gefängnis",4
"81541","ihre","zelte",4
"81542","als","bekannt",4
"81543","im","wahren",4
"81544","der","nahrung",4
"81545","das","christliche",4
"81546","sich","stattdessen",4
"81547","fehlen","von",4
"81548","fall","wenn",4
"81549","sind","darüber",4
"81550","diese","regeln",4
"81551","eine","installation",4
"81552","sammlung","der",4
"81553","jahren","doch",4
"81554","des","atlantiks",4
"81555","sie","mehrere",4
"81556","szene","und",4
"81557","insbesondere","im",4
"81558","etwas","längere",4
"81559","als","oberste",4
"81560","starken","und",4
"81561","lassen","wird",4
"81562","will","dazu",4
"81563","gleichbedeutend","mit",4
"81564","fühlt","und",4
"81565","einen","warmen",4
"81566","haben","drei",4
"81567","örtlichen","vereine",4
"81568","beantwortet","die",4
"81569","der","ohnehin",4
"81570","solches","vorgehen",4
"81571","dies","schon",4
"81572","roland","emmerich",4
"81573","waren","weil",4
"81574","und","sonders",4
"81575","diese","ereignisse",4
"81576","ihres","neuen",4
"81577","tag","legen",4
"81578","um","dessen",4
"81579","müsste","sie",4
"81580","auge","auf",4
"81581","wirkt","nicht",4
"81582","sprache","in",4
"81583","der","70er",4
"81584","gut","gerüstet",4
"81585","verteidigungsminister","ehud",4
"81586","washington","zu",4
"81587","von","verteidigungsminister",4
"81588","er","anfang",4
"81589","der","interpretation",4
"81590","beiden","staaten",4
"81591","bekam","von",4
"81592","der","igel",4
"81593","großteil","davon",4
"81594","derzeit","so",4
"81595","der","kreisliga",4
"81596","später","steht",4
"81597","lassen","könne",4
"81598","insgesamt","20",4
"81599","kritisch","und",4
"81600","und","arabischen",4
"81601","den","virtuellen",4
"81602","klar","sagte",4
"81603","seit","urzeiten",4
"81604","mehr","erreicht",4
"81605","insgesamt","habe",4
"81606","erstens","die",4
"81607","schneide","ich",4
"81608","leben","wenn",4
"81609","etwas","habe",4
"81610","geblieben","die",4
"81611","bekommen","der",4
"81612","unteren","ende",4
"81613","ober","unterhitze",4
"81614","getan","aber",4
"81615","und","negative",4
"81616","verein","am",4
"81617","ein","kunstwerk",4
"81618","zum","aufstieg",4
"81619","eine","wieder",4
"81620","im","16",4
"81621","blutig","niedergeschlagen",4
"81622","work-out","im",4
"81623","beim","ems-training",4
"81624","ems-training","nur",4
"81625","elektroden","an",4
"81626","durch","ems-training",4
"81627","ems-training","erreicht",4
"81628","er","perfekt",4
"81629","raschen","muskelaufbau",4
"81630","zur","änderung",4
"81631","angekündigt","wurde",4
"81632","und","fielen",4
"81633","den","nobelpreis",4
"81634","eine","rechtliche",4
"81635","der","unterschiedlichen",4
"81636","identität","des",4
"81637","aufkommen","zu",4
"81638","gen","himmel",4
"81639","jünger","die",4
"81640","konnte","hat",4
"81641","stadt","eine",4
"81642","die","us-wirtschaft",4
"81643","18","euro",4
"81644","euro","insgesamt",4
"81645","der","füllung",4
"81646","die","bevölkerungszahl",4
"81647","der","absicht",4
"81648","mitgliedschaft","syriens",4
"81649","keine","stellung",4
"81650","produkte","in",4
"81651","von","47",4
"81652","trend","zur",4
"81653","fühlt","sie",4
"81654","zu","forschen",4
"81655","ministerpräsident","erdogan",4
"81656","der","prominentesten",4
"81657","der","islamisten",4
"81658","integration","der",4
"81659","solidarität","und",4
"81660","der","immobilien",4
"81661","stück","die",4
